period,value
1996-01-01,1.23405170440674
1998-01-01,0.950881242752075
2000-01-01,1.16752684116364
2002-01-01,1.21803176403046
2003-01-01,1.05307674407959
2004-01-01,0.87644749879837
2005-01-01,0.828725039958954
2006-01-01,1.03495657444
2007-01-01,1.00701069831848
2008-01-01,1.0413726568222
2009-01-01,1.12707591056824
2010-01-01,0.936318218708038
2011-01-01,1.07717573642731
2012-01-01,1.11301624774933
2013-01-01,1.06142175197601
2014-01-01,1.17550384998322
2015-01-01,1.26233685016632
2016-01-01,1.24041163921356
2017-01-01,1.08967959880829
2018-01-01,0.963774383068085
2019-01-01,0.994817912578583
2020-01-01,1.01310467720032
2021-01-01,0.962195992469788
2022-01-01,0.772814035415649
