period,value
1996-01-01,0.170835971832275
1998-01-01,0.455113381147385
2000-01-01,0.752232670783997
2002-01-01,-0.146744310855865
2003-01-01,0.294286906719208
2004-01-01,0.345240026712418
2005-01-01,0.253690272569656
2006-01-01,0.412733107805252
2007-01-01,0.62064391374588
2008-01-01,0.501767992973328
2009-01-01,0.353407442569733
2010-01-01,0.451988816261292
2011-01-01,0.311102718114853
2012-01-01,0.203606218099594
2013-01-01,0.166055589914322
2014-01-01,0.149006545543671
2015-01-01,-0.219549298286438
2016-01-01,-0.0565007105469704
2017-01-01,-0.0512296371161938
2018-01-01,0.0905337333679199
2019-01-01,0.175113588571548
2020-01-01,0.225190043449402
2021-01-01,0.26298251748085
2022-01-01,0.28121742606163
