period,value
1996-01-01,0.935005784034729
1998-01-01,0.879612982273102
2000-01-01,1.08280909061432
2002-01-01,0.285476922988892
2003-01-01,0.0804403498768806
2004-01-01,-0.233039826154709
2005-01-01,-0.0605432577431202
2006-01-01,0.49083548784256
2007-01-01,0.374478042125702
2008-01-01,0.582659542560577
2009-01-01,0.447313606739044
2010-01-01,0.438403934240341
2011-01-01,0.591247260570526
2012-01-01,0.632442116737366
2013-01-01,0.643072605133057
2014-01-01,0.582419633865356
2015-01-01,0.662890195846558
2016-01-01,0.385635316371918
2017-01-01,0.26220178604126
2018-01-01,0.386042565107346
2019-01-01,0.117876663804054
2020-01-01,-0.0269290637224913
2021-01-01,-0.0148778762668371
2022-01-01,-0.0360050275921822
