period,value
1996-01-01,1.52612578868866
1998-01-01,1.59480345249176
2000-01-01,1.75868117809296
2002-01-01,1.30267989635468
2003-01-01,1.16180562973022
2004-01-01,1.01623916625977
2005-01-01,0.98810088634491
2006-01-01,0.902736186981201
2007-01-01,0.778468787670136
2008-01-01,0.86355197429657
2009-01-01,0.945019245147705
2010-01-01,0.940750122070313
2011-01-01,1.11363077163696
2012-01-01,1.18746471405029
2013-01-01,1.14381539821625
2014-01-01,1.04511535167694
2015-01-01,0.912540197372437
2016-01-01,0.896933197975159
2017-01-01,0.907122313976288
2018-01-01,0.838097333908081
2019-01-01,0.821221172809601
2020-01-01,0.830863893032074
2021-01-01,0.892923951148987
2022-01-01,0.717304825782776
