period,value
1996-01-01,-0.131352260708809
1998-01-01,-0.0805978253483772
2000-01-01,-0.0350389443337917
2002-01-01,-0.514396369457245
2003-01-01,0.114630743861198
2004-01-01,-0.0594780258834362
2005-01-01,-0.386098802089691
2006-01-01,0.168790400028229
2007-01-01,0.256654739379883
2008-01-01,0.20754437148571
2009-01-01,0.373302400112152
2010-01-01,0.236128225922585
2011-01-01,0.150343805551529
2012-01-01,0.232703447341919
2013-01-01,0.120355181396008
2014-01-01,-0.374146550893784
2015-01-01,-0.207799196243286
2016-01-01,-0.146742969751358
2017-01-01,-0.172020316123962
2018-01-01,-0.0902423709630966
2019-01-01,-0.147936090826988
2020-01-01,-0.221582889556885
2021-01-01,-0.202780559659004
2022-01-01,-0.0742535442113876
